monkey_id,body,face
431,"(445, 1481, 2517, 4302)","(498, 1469, 1452, 2306)"
432,"(1565, 4, 3613, 3648)","(1899, 607, 2879, 1613)"
433,"(263, 813, 3413, 5279)","(1212, 831, 2435, 2054)"
434,"(814, 456, 1949, 3371)","(1428, 527, 1938, 1036)"
435,"(281, 1153, 1147, 3172)","(527, 1165, 1007, 1668)"
436,"(796, 1018, 3648, 3371)","(831, 1808, 1551, 2399)"
437,"(427, 1352, 1270, 3061)","(743, 1375, 1223, 1849)"
438,"(1142, 1264, 3506, 3342)","(1159, 2271, 1920, 2961)"
439,"(1528, 1206, 2219, 2850)","(1563, 1241, 2102, 1756)"
440,"(1967, 966, 3442, 3611)","(1990, 989, 2769, 1797)"
441,"(12, 533, 1387, 3184)","(632, 1299, 1142, 1902)"
442,"(1083, 1065, 1932, 3254)","(1171, 1112, 1657, 1633)"
443,"(94, 866, 1604, 3447)","(661, 901, 1247, 1551)"
444,"(2283, 2985, 3430, 4910)","(2330, 2991, 2921, 3482)"
445,"(1317, 2177, 3278, 4694)","(1528, 2201, 2336, 3020)"
446,"(1417, 550, 3648, 4717)","(1422, 568, 2898, 2142)"
447,"(2180, 286, 4892, 3060)","(3077, 295, 3881, 1187)"
448,"(234, 2183, 2388, 5174)","(1557, 2206, 2365, 3043)"
449,"(972, 421, 3050, 4536)","(1247, 433, 2529, 1539)"
450,"(1335, 1440, 3512, 5045)","(1434, 1469, 2541, 2540)"
451,"(18, 872, 1475, 4764)","(515, 2493, 1305, 3242)"
452,"(726, 626, 3108, 4787)","(837, 638, 2178, 2095)"
453,"(6, 2042, 1370, 5367)","(287, 2048, 1358, 3096)"
454,"(0, 88, 3343, 5472)","(796, 117, 2494, 1931)"
455,,"(2148, 241, 3055, 1351)"
456,"(0, 135, 3648, 5443)","(1885, 129, 3648, 2394)"
457,"(187, 726, 3413, 4541)","(784, 743, 2096, 2113)"
458,"(146, 2031, 1984, 4553)","(849, 2037, 1914, 2909)"
459,"(568, 1188, 2874, 4249)","(667, 1211, 1622, 2241)"
460,"(0, 0, 1731, 1139)",
461,"(88, 29, 3272, 5472)","(1885, 1410, 3284, 3289)"
462,"(281, 199, 3648, 5472)","(861, 293, 3190, 2446)"
463,"(94, 936, 2763, 5472)","(1182, 1065, 2347, 2177)"
464,"(334, 486, 3648, 5472)","(1364, 492, 3378, 2417)"
465,"(12, 398, 3648, 5472)","(1065, 369, 3296, 2634)"
466,"(18, 269, 3648, 5472)","(70, 263, 2745, 2950)"
467,"(527, 105, 3600, 5472)","(1142, 246, 2582, 1726)"
468,"(6, 246, 972, 5472)",
469,"(12, 1118, 3319, 5472)","(556, 1182, 2166, 3049)"
470,"(6, 1176, 340, 4793)",
471,"(6, 105, 3594, 5472)","(644, 550, 2734, 2124)"
472,"(398, 1042, 2880, 5449)","(948, 1053, 2429, 2581)"
473,"(1089, 1053, 2904, 5425)","(1686, 1030, 2535, 2025)"
474,"(263, 18, 3648, 5472)","(989, 41, 3348, 2452)"
475,"(205, 521, 3648, 5472)","(486, 603, 3032, 2996)"
476,"(345, 509, 3618, 5466)","(1516, 509, 3138, 2183)"
477,,"(23, 4331, 1106, 5472)"
478,"(64, 960, 3565, 5472)","(1118, 1071, 2868, 2692)"
479,,
480,"(1329, 6, 3648, 3037)",
481,"(0, 1046, 2868, 5472)","(584, 1060, 2477, 2768)"
482,"(2187, 3689, 3648, 5472)","(2734, 3848, 3648, 5472)"
483,"(1494, 66, 3705, 3648)","(1688, 114, 3011, 1200)"
484,"(2220, 79, 4022, 3648)","(2373, 106, 3551, 1139)"
485,"(1239, 119, 5129, 3648)","(1292, 145, 2989, 1653)"
486,"(963, 286, 4672, 3648)","(967, 295, 2501, 1741)"
487,"(149, 26, 5472, 3648)","(1740, 9, 4250, 2673)"
488,"(0, 0, 4285, 3648)","(2246, 31, 4290, 1714)"
489,"(110, 31, 4435, 3648)","(875, 4, 4189, 2871)"
490,"(2444, 163, 5134, 3648)","(3217, 431, 4984, 2712)"
491,"(1349, 945, 3125, 3648)","(1894, 1134, 3103, 2369)"
492,"(340, 603, 2143, 5472)","(855, 655, 2066, 2072)"
493,"(609, 1674, 3430, 5413)","(1434, 1674, 2933, 3207)"
494,"(0, 2269, 965, 5472)","(0, 2255, 921, 4185)"
495,"(0, 0, 1586, 2037)",
496,"(609, 1282, 3384, 5472)","(691, 1305, 2096, 2552)"
497,"(539, 1440, 2833, 4770)","(1282, 1598, 2324, 2575)"
498,"(2004, 57, 4307, 3068)","(2725, 62, 3802, 1156)"
499,"(1136, 2493, 2716, 4606)","(1791, 2528, 2693, 3529)"
500,"(480, 615, 2786, 5472)","(1294, 673, 2816, 2271)"
501,"(3007, 1135, 3648, 5371)",
502,"(585, 380, 3648, 5472)","(714, 386, 2582, 2593)"
503,"(398, 568, 3648, 5472)","(381, 562, 2277, 2680)"
504,"(1177, 1323, 3648, 5244)","(1288, 1375, 2874, 3406)"
505,"(1200, 925, 3512, 4372)","(1305, 971, 2523, 2300)"
506,"(708, 1522, 3062, 4898)","(1036, 1586, 2143, 2692)"
507,"(702, 363, 2230, 4138)","(1206, 907, 2166, 1966)"
508,"(1591, 185, 3929, 3648)","(1899, 171, 2795, 1455)"
509,"(369, 1211, 3648, 5449)","(392, 1252, 2061, 3067)"
510,"(486, 720, 3225, 5402)","(433, 2399, 1715, 3950)"
511,"(365, 13, 4795, 3648)","(3059, 13, 4800, 1939)"
512,"(1417, 2739, 3648, 5472)","(1528, 2768, 2863, 4184)"
513,"(1358, 22, 4470, 3648)","(1389, 0, 3028, 1710)"
514,"(591, 29, 3648, 5472)","(580, 0, 2529, 2347)"
515,"(12, 263, 3648, 5472)","(340, 685, 2090, 2517)"
516,"(0, 281, 3648, 5472)","(1364, 275, 3062, 2113)"
517,"(796, 866, 2757, 4881)","(896, 901, 2265, 2095)"
518,"(1740, 343, 4940, 3648)","(2830, 440, 4571, 2391)"
519,"(1490, 352, 4184, 3635)","(2105, 426, 3433, 1820)"
520,"(486, 696, 3319, 4811)","(1118, 767, 2400, 2259)"
521,"(1358, 1086, 3644, 3648)","(1595, 1059, 2839, 2123)"
522,"(1136, 1691, 3547, 5472)","(1434, 1721, 2652, 3154)"
523,"(1188, 1381, 3648, 5472)","(1727, 1352, 3067, 2792)"
524,"(1054, 1697, 3648, 5472)","(1493, 1656, 2985, 3078)"
525,"(29, 129, 3624, 5472)","(457, 129, 2664, 2160)"
526,"(2548, 0, 3648, 2802)",
527,"(199, 509, 3284, 5472)","(808, 568, 2529, 1879)"
528,"(843, 2130, 3648, 5472)","(1153, 2224, 2424, 3453)"
529,"(0, 1042, 2956, 5472)","(503, 983, 2137, 2505)"
530,"(1565, 989, 3143, 3473)","(1969, 1051, 2738, 1903)"
531,"(1934, 0, 3899, 2400)",
532,"(18, 22, 3063, 3495)","(1336, 347, 2299, 1231)"
533,"(1578, 1455, 3956, 3648)","(1806, 1495, 2729, 2466)"
534,"(1099, 0, 3085, 1604)",
535,"(1310, 26, 5129, 3648)","(1850, 18, 3472, 1635)"
536,"(1332, 13, 5068, 3574)","(1828, 0, 3446, 1358)"
537,"(1125, 1064, 3973, 3648)","(1138, 1064, 2760, 2607)"
538,"(2642, 1306, 3890, 3648)","(2817, 1350, 3534, 2158)"
539,"(1886, 2211, 2822, 3648)","(2176, 2216, 2712, 2892)"
540,"(2813, 2066, 3503, 3473)","(2870, 2066, 3446, 2642)"
541,"(2620, 545, 3956, 2761)","(2813, 545, 3521, 1380)"
542,"(2738, 1270, 3582, 2629)","(2918, 1297, 3573, 1815)"
543,"(773, 620, 3648, 5472)","(1516, 620, 3114, 2634)"
544,"(170, 363, 3648, 5472)","(1645, 386, 3360, 2405)"
545,"(0, 32, 2300, 3766)","(1063, 24, 2324, 721)"
546,"(287, 240, 3648, 5472)","(1563, 222, 3278, 2124)"
547,"(0, 143, 2062, 4805)","(1166, 174, 2014, 682)"
548,"(0, 35, 3648, 5472)","(978, 18, 3079, 2066)"
549,"(23, 3751, 1206, 5472)","(64, 3728, 960, 4781)"
550,"(410, 667, 3173, 5472)","(1329, 837, 2699, 2072)"
551,"(18, 509, 3530, 5472)","(1159, 521, 2968, 2241)"
552,"(35, 989, 3261, 5472)","(1575, 1012, 3266, 2774)"
553,"(275, 18, 2189, 5220)","(1013, 1422, 1932, 2376)"
554,"(615, 1141, 2605, 5378)","(843, 1200, 1862, 2201)"
555,"(749, 1270, 2541, 5472)","(995, 1352, 1955, 2323)"
556,"(796, 1545, 2880, 5326)","(1382, 1838, 2541, 2903)"
557,"(661, 1089, 2980, 5472)","(1194, 1393, 2265, 2517)"
558,"(831, 1001, 2839, 5384)","(1399, 1393, 2570, 2558)"
559,"(702, 1434, 2628, 5472)","(1481, 1703, 2552, 2786)"
560,"(1153, 2575, 3261, 5062)","(1504, 2675, 2347, 3576)"
561,"(1698, 3570, 3220, 5209)","(2119, 3593, 2786, 4214)"
562,"(784, 2399, 2213, 4893)","(890, 2499, 1856, 3476)"
563,"(1200, 2382, 2552, 4659)","(1317, 2411, 2172, 3277)"
564,"(1581, 3418, 3325, 5191)","(1645, 3447, 2306, 4103)"
565,"(761, 2282, 2102, 4612)","(884, 2329, 1703, 3260)"
566,"(743, 2914, 2482, 5209)","(790, 2973, 1393, 3535)"
567,"(1235, 1867, 3307, 4231)","(1305, 1931, 2148, 2897)"
568,"(544, 2440, 1223, 4003)","(597, 2476, 1030, 3137)"
569,"(773, 2002, 3648, 4413)","(1715, 2078, 2605, 2991)"
570,"(849, 1996, 2845, 5103)","(1206, 2066, 2195, 2598)"
571,"(269, 1247, 2623, 4501)","(796, 1299, 1908, 2353)"
572,"(755, 2961, 2166, 5080)","(849, 3008, 1586, 3874)"
573,"(1604, 3564, 2628, 5326)","(1809, 3588, 2353, 4196)"
574,"(1112, 2476, 2751, 5121)","(1182, 2522, 1973, 3371)"
575,"(1411, 3231, 2745, 5027)","(1616, 3242, 2265, 3751)"
576,"(18, 1100, 2383, 5472)","(820, 1229, 2353, 2774)"
577,"(439, 1539, 2845, 5472)","(1253, 1592, 2552, 2920)"
578,"(995, 2201, 2517, 4934)","(1071, 2271, 1862, 3084)"
579,"(1118, 3178, 2254, 4893)","(1218, 3166, 1891, 3746)"
580,"(1247, 2364, 2980, 5144)","(1563, 2464, 2383, 3271)"
581,"(1399, 3213, 2505, 5109)","(1616, 3271, 2342, 3886)"
582,"(708, 1838, 2505, 4389)","(784, 1908, 1598, 2675)"
583,"(866, 2604, 2207, 4348)","(966, 2587, 1569, 3131)"
584,"(457, 1118, 2792, 5068)","(1153, 1159, 2359, 2756)"
585,"(381, 2938, 2927, 5472)","(1516, 2961, 2868, 4231)"
586,"(1627, 2481, 2786, 4547)",
587,"(503, 1352, 2347, 4781)","(1639, 1469, 2342, 2598)"
588,"(1955, 2323, 2775, 4079)","(2148, 2318, 2734, 2944)"
589,"(439, 1416, 2868, 4430)","(2008, 1405, 2822, 2394)"
590,"(3617, 1758, 5472, 3648)","(3692, 1772, 4378, 2435)"
591,"(2848, 928, 4514, 3442)","(3143, 950, 4136, 1912)"
592,"(3349, 1815, 4549, 3117)","(4193, 1886, 4562, 2572)"
593,"(1806, 848, 3934, 3600)","(3191, 892, 3925, 1956)"
594,"(1727, 2528, 2699, 4278)","(1996, 2511, 2710, 3260)"
595,"(152, 1791, 2066, 4594)","(1182, 1814, 1961, 2932)"
596,"(1276, 2563, 2576, 4430)","(1300, 2581, 2049, 3312)"
597,"(263, 1299, 2102, 4389)","(679, 1264, 1692, 2411)"
598,"(1452, 2189, 3073, 4846)","(1703, 2230, 2400, 3067)"
599,"(1218, 2938, 2488, 4969)","(1662, 2938, 2271, 3488)"
600,"(18, 2716, 1411, 4571)","(70, 2716, 702, 3400)"
601,"(1926, 1961, 3425, 4717)","(2189, 2060, 2886, 2868)"
602,"(1469, 2762, 2781, 4857)","(1984, 2780, 2623, 3342)"
603,"(375, 2399, 1774, 4290)","(743, 2399, 1358, 3084)"
604,"(632, 1937, 2781, 4951)","(1352, 2113, 2166, 2926)"
605,"(972, 2868, 2195, 4928)","(1510, 2850, 2096, 3447)"
606,,
607,"(123, 3833, 1908, 5472)","(193, 3886, 837, 4612)"
608,"(404, 4419, 1247, 5472)","(474, 4413, 1165, 5016)"
609,"(983, 3781, 2008, 4670)","(989, 3787, 1592, 4190)"
610,"(410, 1393, 2845, 5121)","(1065, 1405, 2295, 2885)"
611,"(135, 1217, 2687, 5039)","(1054, 1241, 2242, 2786)"
612,"(726, 2786, 2342, 5291)","(1463, 2780, 2295, 3605)"
613,"(6, 363, 3542, 5279)","(1253, 328, 2868, 2101)"
614,"(2569, 4622, 3648, 5472)",
615,"(0, 433, 3108, 4740)","(1452, 439, 3097, 2241)"
616,,"(3347, 1483, 3648, 2466)"
617,"(1469, 497, 3648, 4530)",
618,"(609, 1908, 2687, 5121)","(1124, 1890, 2383, 3037)"
619,"(0, 79, 753, 2434)",
620,"(960, 1358, 2728, 4184)","(1218, 1399, 2201, 2435)"
621,"(1142, 2329, 2318, 4161)","(1364, 2341, 2178, 2926)"
622,"(2958, 0, 3648, 1720)",
623,"(1768, 1358, 2927, 3617)","(2107, 1387, 2868, 2165)"
624,"(2903, 0, 3648, 1942)",
625,"(1662, 1633, 2822, 3740)","(1908, 1604, 2669, 2440)"
626,"(2693, 6, 3648, 2476)","(2833, 0, 3648, 884)"
627,"(1709, 2066, 3038, 4302)","(1803, 2054, 2529, 2762)"
628,"(2459, 0, 3648, 2323)","(2511, 0, 3648, 808)"
629,"(1323, 2089, 2558, 4120)","(1545, 2107, 2295, 2961)"
630,"(462, 334, 3302, 5291)","(1335, 1182, 2306, 1925)"
631,"(609, 357, 3354, 5378)","(1510, 1229, 2482, 2078)"
632,"(533, 76, 3430, 5220)","(1411, 1510, 2394, 2563)"
633,"(1019, 1732, 3648, 4776)","(1235, 1785, 2312, 2979)"
634,"(392, 1317, 3648, 4582)","(1083, 1305, 2418, 2405)"
635,"(474, 1475, 3648, 4536)","(603, 1469, 1686, 2751)"
636,"(0, 954, 3648, 4518)","(152, 977, 1393, 2394)"
637,"(0, 1253, 809, 4670)",
638,"(23, 0, 3547, 5460)","(1504, 0, 3448, 1814)"
639,"(12, 23, 3220, 5472)","(925, 18, 3062, 1879)"
640,"(1311, 1961, 3553, 5337)","(1417, 1996, 2628, 3195)"
641,"(726, 3816, 2230, 5472)","(1540, 3816, 2242, 4606)"
642,"(1581, 1007, 3395, 4477)","(1815, 1018, 2933, 2177)"
643,"(866, 2628, 2628, 5045)","(1030, 2645, 1873, 3371)"
644,"(913, 1305, 3389, 4898)","(1481, 1352, 2634, 2552)"
645,,
646,"(626, 2124, 2546, 4506)","(679, 2124, 1668, 3026)"
647,"(199, 2411, 1177, 4184)","(638, 2476, 954, 2991)"
648,"(673, 2078, 2582, 4442)","(720, 2101, 1686, 3090)"
649,"(0, 2797, 1065, 4167)",
650,"(1674, 2236, 3354, 4647)","(1756, 2265, 2722, 3184)"
651,"(1458, 1592, 3050, 4202)","(1569, 1633, 2628, 2563)"
652,"(550, 2423, 2511, 5314)","(650, 2458, 1674, 3336)"
653,"(1645, 2241, 3384, 5115)","(1715, 2230, 2716, 3172)"
654,"(808, 2932, 2213, 5226)","(884, 2920, 1522, 3570)"
655,"(814, 3160, 2201, 5220)","(1323, 3131, 2008, 3892)"
656,"(773, 2692, 2195, 4670)","(1095, 2710, 1832, 3441)"
657,"(1089, 3154, 3278, 4834)","(1089, 3184, 1815, 3927)"
658,"(738, 2610, 1891, 4799)","(820, 2645, 1481, 3277)"
659,"(755, 2868, 1955, 4969)","(1112, 2932, 1873, 3669)"
660,,"(1159, 2546, 1961, 3184)"
661,"(621, 2821, 1943, 4863)","(714, 2827, 1522, 3628)"
662,"(2078, 2236, 3648, 5214)","(2675, 2265, 3577, 3113)"
663,,"(2388, 140, 3648, 2225)"
664,"(59, 158, 3648, 5472)","(702, 170, 3319, 2505)"
665,"(726, 2575, 2816, 4945)","(1458, 2628, 2388, 3552)"
666,"(140, 983, 3648, 5472)","(164, 977, 2646, 3769)"
667,"(228, 1165, 3648, 5472)","(293, 1211, 3120, 4032)"
668,"(12, 357, 3648, 5472)","(12, 369, 2769, 3301)"
669,,"(1188, 2645, 1592, 3342)"
670,"(1019, 1410, 3648, 5267)","(1077, 1434, 2113, 2552)"
671,"(2557, 0, 3648, 1842)",
672,"(1300, 2727, 1996, 4079)","(1346, 2751, 1955, 3418)"
673,"(837, 1691, 3648, 5285)","(1042, 1726, 2213, 2967)"
674,"(2742, 0, 3648, 1945)",
675,"(1206, 2967, 2166, 4495)","(1247, 2944, 2043, 3716)"
676,"(1194, 1697, 3524, 5244)","(1247, 1744, 2295, 2909)"
677,"(386, 18, 3648, 5472)","(439, 0, 3067, 2675)"
678,"(100, 521, 3648, 5472)","(123, 550, 3220, 3658)"
679,"(796, 1832, 2681, 3482)","(1440, 2130, 2740, 3511)"
680,"(18, 339, 3425, 5472)","(966, 363, 3190, 2230)"
681,"(1774, 2042, 3648, 3728)","(2588, 2440, 3648, 3710)"
682,"(656, 509, 3648, 5472)","(1990, 685, 3648, 2399)"
683,"(0, 2604, 913, 4483)",
684,"(0, 1304, 2380, 4885)","(275, 1165, 2342, 2341)"
685,"(451, 2066, 3648, 5472)","(503, 2130, 2582, 4067)"
686,"(234, 3307, 2066, 5396)","(808, 3353, 1622, 4173)"
687,"(2285, 4060, 3648, 5472)",
688,"(1569, 1434, 3501, 4840)","(1662, 1604, 3021, 2868)"
689,"(1323, 2318, 2991, 4799)","(1592, 2347, 2424, 3067)"
690,"(492, 2394, 3021, 4711)","(861, 2528, 1703, 3470)"
691,"(702, 1756, 3384, 4957)","(790, 1779, 2008, 2903)"
692,"(550, 2083, 2634, 4588)","(1534, 2101, 2412, 3073)"
693,"(486, 1849, 2412, 4541)","(1376, 1890, 2271, 2809)"
694,"(831, 2944, 1973, 4606)","(995, 2944, 1627, 3541)"
695,"(769, 2363, 1673, 4075)","(730, 2355, 1586, 3274)"
696,"(656, 1293, 3389, 5021)","(732, 1334, 1680, 2710)"
697,"(833, 2125, 1768, 3925)","(880, 2188, 1784, 3108)"
698,"(784, 1100, 3448, 4840)","(884, 1135, 1996, 2470)"
699,"(972, 2154, 2646, 4313)","(1136, 2201, 1862, 3014)"
700,"(1317, 3324, 2623, 4366)",
701,"(820, 2944, 2740, 5472)","(1528, 2979, 2511, 4003)"
702,"(1575, 2546, 2412, 3605)","(1873, 2581, 2394, 3190)"
703,"(702, 1867, 2424, 4360)","(1346, 1943, 2318, 2797)"
704,"(287, 421, 3067, 5174)","(1036, 416, 3009, 2347)"
705,"(421, 615, 3173, 5460)","(679, 626, 2863, 2710)"
706,"(1932, 1568, 3648, 5466)","(2137, 1568, 3618, 2973)"
707,"(0, 0, 2125, 5425)","(0, 0, 1639, 1621)"
708,"(1522, 1346, 3436, 3857)","(1569, 1352, 2687, 2528)"
709,"(1153, 1305, 3120, 3985)","(1229, 1334, 2371, 2493)"
710,"(1487, 778, 3272, 4079)","(1698, 784, 2857, 1937)"
711,"(1124, 2458, 2646, 4670)","(1223, 2493, 1955, 3266)"
712,"(1235, 1557, 3085, 5472)","(1358, 1604, 2652, 3143)"
713,"(35, 1276, 2324, 5472)","(0, 1288, 2336, 3751)"
714,"(0, 568, 2640, 5460)","(18, 603, 2710, 3892)"
715,"(12, 12, 3536, 5472)","(749, 6, 3559, 3014)"
716,"(12, 41, 3565, 5472)","(550, 53, 3512, 3195)"
717,"(6, 866, 3648, 5472)","(1616, 913, 3648, 3383)"
718,"(0, 240, 3648, 5472)","(1007, 258, 3208, 2885)"
719,"(2568, 328, 4887, 3648)","(2983, 345, 4131, 1323)"
720,"(266, 22, 3533, 3648)","(1397, 0, 2612, 1013)"
721,"(234, 527, 3648, 5472)","(228, 1264, 2002, 2885)"
722,"(12, 0, 1575, 5185)","(0, 0, 1545, 1446)"
723,"(1422, 3283, 2915, 5472)","(2102, 3646, 2863, 4477)"
724,"(0, 2569, 2318, 5472)","(691, 2581, 1422, 3400)"
725,"(1276, 2610, 2769, 5296)","(1563, 2587, 2342, 3266)"
726,"(410, 2224, 1838, 5179)","(498, 2247, 1218, 3055)"
727,"(258, 187, 3648, 5472)","(492, 205, 2605, 1844)"
728,"(6, 673, 1750, 5472)",
729,"(0, 23, 3325, 5472)","(855, 12, 2839, 1890)"
730,"(1499, 181, 3648, 5472)","(1522, 193, 3648, 2060)"
731,"(878, 269, 3648, 5472)","(884, 281, 3015, 2148)"
732,"(837, 146, 3307, 5437)","(1440, 135, 2763, 1358)"
733,"(978, 351, 3243, 5138)","(1007, 380, 2535, 1820)"
734,"(738, 866, 3179, 5115)","(767, 890, 2265, 2505)"
735,"(3138, 0, 3648, 3675)","(3185, 29, 3648, 1317)"
736,"(129, 1118, 3648, 5472)","(1750, 1170, 3606, 3172)"
737,"(392, 1018, 3506, 5267)","(1645, 1118, 3366, 2827)"
738,"(474, 995, 3648, 5472)","(1721, 1024, 3465, 2838)"
739,"(609, 983, 3512, 5361)","(1838, 1042, 3489, 2522)"
740,"(101, 145, 4861, 3648)","(2048, 251, 4747, 2448)"
741,"(435, 303, 4804, 3648)","(1864, 387, 4391, 2765)"
742,"(453, 308, 5019, 3648)","(1973, 259, 4483, 2558)"
743,"(181, 281, 3594, 5472)","(1850, 322, 3442, 2224)"
744,"(18, 334, 3624, 5472)","(322, 375, 2927, 3043)"
745,"(23, 41, 3648, 5472)","(550, 29, 3056, 2394)"
746,"(18, 164, 3648, 5472)","(556, 146, 3026, 2312)"
747,"(328, 585, 3624, 5472)","(679, 644, 2950, 2850)"
748,"(158, 421, 3495, 5472)","(258, 451, 2546, 2528)"
749,"(35, 64, 3648, 5472)","(562, 88, 3302, 2458)"
750,"(228, 679, 3483, 5472)","(445, 685, 2775, 3201)"
751,"(316, 813, 3354, 5472)","(451, 819, 2400, 2991)"
752,"(181, 217, 3325, 5472)","(574, 240, 2675, 2288)"
753,"(345, 708, 3448, 5472)","(732, 755, 2804, 2920)"
754,"(363, 778, 3465, 5472)","(942, 837, 2874, 3037)"
755,"(269, 456, 3477, 5472)","(316, 451, 2312, 2657)"
756,"(217, 193, 2857, 5472)","(644, 187, 2535, 1966)"
757,"(12, 439, 2921, 5472)","(1171, 445, 2909, 2037)"
758,"(802, 217, 3266, 5472)","(948, 176, 3278, 2060)"
759,"(263, 673, 3635, 5472)","(621, 685, 2049, 2405)"
760,"(158, 550, 3612, 5185)","(802, 661, 2418, 2359)"
761,"(199, 971, 3120, 5472)","(574, 995, 2377, 2774)"
762,"(509, 773, 3366, 5472)","(1335, 878, 2962, 2768)"
763,"(228, 421, 3313, 5390)","(562, 421, 2552, 2288)"
764,"(18, 931, 3489, 5472)","(679, 931, 2552, 2733)"
765,"(761, 2955, 2985, 5097)","(978, 2991, 1727, 3863)"
766,"(1692, 1563, 3477, 4805)","(1979, 1557, 2944, 2651)"
767,"(1282, 1984, 1932, 3640)","(1358, 2002, 1908, 2587)"
768,"(1253, 445, 3648, 5472)","(1276, 433, 2628, 1627)"
769,"(334, 1955, 2447, 5045)","(416, 1972, 1147, 3143)"
770,"(1212, 1849, 3648, 5472)","(1241, 1867, 1932, 2341)"
771,"(445, 2721, 2488, 5472)","(492, 2739, 1317, 3728)"
772,"(457, 2563, 2125, 4969)","(960, 2587, 1762, 3430)"
773,"(591, 2335, 2798, 4758)","(1048, 2347, 1838, 3213)"
774,"(0, 3242, 1165, 5472)","(0, 3277, 749, 3845)"
775,"(1206, 2201, 2687, 4975)","(1651, 2230, 2570, 3137)"
776,"(1177, 2569, 3629, 5431)","(2219, 2604, 3097, 3430)"
777,"(6, 1762, 1422, 4302)","(193, 1773, 861, 2546)"
778,"(702, 2300, 2295, 5179)","(1212, 2312, 2049, 3254)"
779,"(1979, 2259, 3641, 5472)","(2306, 2236, 3237, 3061)"
780,"(12, 1592, 1557, 4290)","(217, 1592, 1112, 2312)"
781,"(544, 2721, 2096, 5156)","(796, 2733, 1545, 3746)"
782,"(1680, 2388, 3132, 5472)","(1862, 2370, 2798, 3190)"
783,"(966, 2171, 1938, 4073)","(1264, 2171, 1780, 2710)"
784,"(896, 2768, 3454, 4928)","(884, 2815, 1803, 3746)"
785,"(1698, 2850, 2505, 4231)","(1762, 2868, 2359, 3564)"
786,"(1844, 1375, 3648, 4623)","(1996, 1387, 3138, 2552)"
787,"(111, 1785, 2248, 5138)","(1358, 1803, 2230, 2879)"
788,"(1493, 2885, 2394, 4196)","(1563, 2903, 2201, 3593)"
789,"(1645, 1726, 3583, 4682)","(1692, 1762, 2640, 2914)"
790,"(0, 1557, 1903, 5226)","(1212, 1533, 1832, 2604)"
791,"(989, 1030, 3208, 3523)","(1089, 1048, 2008, 1937)"
792,"(890, 2581, 1516, 3734)","(901, 2581, 1417, 3219)"
793,"(825, 1762, 3003, 4454)","(843, 1762, 1698, 2552)"
794,"(462, 714, 1422, 3084)","(445, 1065, 1101, 1803)"
795,"(1229, 1264, 3290, 3921)","(1241, 1282, 2148, 2230)"
796,"(1013, 3002, 1856, 4512)","(1042, 3020, 1545, 3705)"
797,"(720, 2025, 2570, 4776)","(738, 2054, 1662, 2967)"
798,"(919, 1440, 2997, 4085)","(966, 1451, 1990, 2534)"
799,"(708, 3236, 1534, 4594)","(749, 3260, 1282, 3880)"
800,"(451, 2277, 2189, 4869)","(486, 2312, 1411, 3231)"
801,"(1499, 2844, 2447, 4354)","(1610, 2868, 2131, 3482)"
802,"(6, 1674, 2084, 4846)","(656, 1697, 1780, 3043)"
803,"(1452, 1685, 3255, 4372)","(1516, 1721, 2459, 2920)"
804,,
805,"(650, 1615, 3325, 4811)","(656, 1633, 2008, 2803)"
806,,
807,"(597, 2107, 2915, 4243)","(1323, 2136, 2090, 3037)"
808,"(1165, 2458, 3413, 4530)","(1879, 2470, 2687, 3295)"
809,"(878, 878, 2810, 4688)","(1422, 977, 2330, 1896)"
810,"(503, 1211, 3120, 4501)","(509, 1258, 1393, 2206)"
811,"(621, 1012, 1984, 3113)","(1352, 1030, 1856, 1604)"
812,"(1001, 579, 3284, 5378)","(1030, 591, 2260, 2002)"
813,"(6, 1170, 1341, 4249)","(416, 1194, 1305, 2230)"
814,"(199, 597, 1926, 4846)","(263, 626, 1352, 1604)"
815,"(0, 515, 3648, 4594)","(2927, 749, 3648, 1621)"
816,"(381, 819, 2131, 4149)","(884, 866, 1897, 1797)"
817,"(345, 901, 2827, 5056)","(328, 936, 1575, 2247)"
818,"(299, 1855, 1130, 3441)","(310, 1861, 1106, 2821)"
819,"(948, 1311, 3266, 5296)","(966, 1323, 2148, 2499)"
820,"(539, 2083, 1785, 3868)","(556, 2107, 1253, 3295)"
821,"(937, 1451, 3261, 4764)","(995, 1475, 2236, 2716)"
822,,
823,"(849, 1609, 2137, 5378)","(1382, 1633, 2107, 2183)"
824,"(240, 808, 2061, 5214)","(1382, 1961, 2043, 2651)"
825,"(603, 1346, 1867, 5203)","(837, 1393, 1551, 2089)"
826,"(825, 3909, 1780, 5472)","(1171, 3909, 1774, 4395)"
827,,"(0, 4688, 808, 5472)"
828,"(1581, 2669, 2441, 4471)","(1686, 2692, 2242, 3283)"
829,"(88, 2259, 1709, 4694)","(960, 2271, 1563, 2996)"
830,"(88, 1943, 1780, 5472)",
831,"(6, 1030, 2301, 5472)","(1060, 1211, 2260, 2042)"
832,"(2148, 1639, 3483, 5174)","(2675, 1703, 3477, 2680)"
833,"(12, 1293, 2014, 5472)",
834,"(1586, 1879, 3114, 5092)","(2131, 1920, 3073, 2827)"
835,"(12, 1527, 2078, 5472)",
836,"(1768, 1978, 3296, 5144)","(2277, 1808, 3325, 2914)"
837,"(0, 971, 2576, 5472)","(1247, 919, 2576, 2300)"
